"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Date exited ""Screening done (No/Low Touch Pipeline)""","hs_v2_date_exited_142246085","datetime","The date and time when the deal exited the 'Screening done' stage, 'No/Low Touch Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""IBAN addd (No/Low Touch Pipeline)""","hs_v2_date_exited_175667432","datetime","The date and time when the deal exited the 'IBAN addd' stage, 'No/Low Touch Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Closed lost (No/Low Touch Pipeline)""","hs_v2_date_exited_175667433","datetime","The date and time when the deal exited the 'Closed lost' stage, 'No/Low Touch Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""At Risk (Churn Pipeline)""","hs_v2_date_exited_239595508","datetime","The date and time when the deal exited the 'At Risk' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Need Attention (Churn Pipeline)""","hs_v2_date_exited_239595509","datetime","The date and time when the deal exited the 'Need Attention' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Potential Loyalist  (Churn Pipeline)""","hs_v2_date_exited_239595510","datetime","The date and time when the deal exited the 'Potential Loyalist ' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Loyal (Churn Pipeline)""","hs_v2_date_exited_239595511","datetime","The date and time when the deal exited the 'Loyal' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Champion (Churn Pipeline)""","hs_v2_date_exited_239595512","datetime","The date and time when the deal exited the 'Champion' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Closed won (Churn Pipeline)""","hs_v2_date_exited_239595513","datetime","The date and time when the deal exited the 'Closed won' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Closed lost (Churn Pipeline)""","hs_v2_date_exited_239595706","datetime","The date and time when the deal exited the 'Closed lost' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Hibernating (Churn Pipeline)""","hs_v2_date_exited_239595707","datetime","The date and time when the deal exited the 'Hibernating' stage, 'Churn Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Cancelled (Ecommerce Pipeline)""","hs_v2_date_exited_247146950","datetime","The date and time when the deal exited the 'Cancelled' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Checkout Abandoned (Ecommerce Pipeline)""","hs_v2_date_exited_249005754","datetime","The date and time when the deal exited the 'Checkout Abandoned' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Checkout Pending (Ecommerce Pipeline)""","hs_v2_date_exited_249005755","datetime","The date and time when the deal exited the 'Checkout Pending' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Checkout Completed (Ecommerce Pipeline)""","hs_v2_date_exited_249005756","datetime","The date and time when the deal exited the 'Checkout Completed' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Processed (Ecommerce Pipeline)""","hs_v2_date_exited_249005757","datetime","The date and time when the deal exited the 'Processed' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Date exited ""Purchased (Ecommerce Pipeline)""","hs_v2_date_exited_63183310","datetime","The date and time when the deal exited the 'Purchased' stage, 'Ecommerce Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""(Online) Meeting (High Touch Pipeline)""","hs_v2_latest_time_in_142245866","number","The total time in seconds spent by the deal in the '(Online) Meeting' stage, 'High Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""(Online) Vervolgmeeting (High Touch Pipeline)""","hs_v2_latest_time_in_142245867","number","The total time in seconds spent by the deal in the '(Online) Vervolgmeeting' stage, 'High Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Overeenkomst / akkoord (High Touch Pipeline)""","hs_v2_latest_time_in_142245868","number","The total time in seconds spent by the deal in the 'Overeenkomst / akkoord' stage, 'High Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Deal Won (High Touch Pipeline)""","hs_v2_latest_time_in_142245869","number","The total time in seconds spent by the deal in the 'Deal Won' stage, 'High Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Deal Lost (High Touch Pipeline)""","hs_v2_latest_time_in_142245870","number","The total time in seconds spent by the deal in the 'Deal Lost' stage, 'High Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Contact data added (No/Low Touch Pipeline)""","hs_v2_latest_time_in_142246082","number","The total time in seconds spent by the deal in the 'Contact data added' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Phone number added (No/Low Touch Pipeline)""","hs_v2_latest_time_in_142246083","number","The total time in seconds spent by the deal in the 'Phone number added' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Submission succesful (No/Low Touch Pipeline)""","hs_v2_latest_time_in_142246084","number","The total time in seconds spent by the deal in the 'Submission succesful' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Screening done (No/Low Touch Pipeline)""","hs_v2_latest_time_in_142246085","number","The total time in seconds spent by the deal in the 'Screening done' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""IBAN addd (No/Low Touch Pipeline)""","hs_v2_latest_time_in_175667432","number","The total time in seconds spent by the deal in the 'IBAN addd' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Closed lost (No/Low Touch Pipeline)""","hs_v2_latest_time_in_175667433","number","The total time in seconds spent by the deal in the 'Closed lost' stage, 'No/Low Touch Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""At Risk (Churn Pipeline)""","hs_v2_latest_time_in_239595508","number","The total time in seconds spent by the deal in the 'At Risk' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Need Attention (Churn Pipeline)""","hs_v2_latest_time_in_239595509","number","The total time in seconds spent by the deal in the 'Need Attention' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Potential Loyalist  (Churn Pipeline)""","hs_v2_latest_time_in_239595510","number","The total time in seconds spent by the deal in the 'Potential Loyalist ' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Loyal (Churn Pipeline)""","hs_v2_latest_time_in_239595511","number","The total time in seconds spent by the deal in the 'Loyal' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Champion (Churn Pipeline)""","hs_v2_latest_time_in_239595512","number","The total time in seconds spent by the deal in the 'Champion' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Closed won (Churn Pipeline)""","hs_v2_latest_time_in_239595513","number","The total time in seconds spent by the deal in the 'Closed won' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Closed lost (Churn Pipeline)""","hs_v2_latest_time_in_239595706","number","The total time in seconds spent by the deal in the 'Closed lost' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Hibernating (Churn Pipeline)""","hs_v2_latest_time_in_239595707","number","The total time in seconds spent by the deal in the 'Hibernating' stage, 'Churn Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Cancelled (Ecommerce Pipeline)""","hs_v2_latest_time_in_247146950","number","The total time in seconds spent by the deal in the 'Cancelled' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Checkout Abandoned (Ecommerce Pipeline)""","hs_v2_latest_time_in_249005754","number","The total time in seconds spent by the deal in the 'Checkout Abandoned' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Checkout Pending (Ecommerce Pipeline)""","hs_v2_latest_time_in_249005755","number","The total time in seconds spent by the deal in the 'Checkout Pending' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Checkout Completed (Ecommerce Pipeline)""","hs_v2_latest_time_in_249005756","number","The total time in seconds spent by the deal in the 'Checkout Completed' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Processed (Ecommerce Pipeline)""","hs_v2_latest_time_in_249005757","number","The total time in seconds spent by the deal in the 'Processed' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
"Latest time in ""Purchased (Ecommerce Pipeline)""","hs_v2_latest_time_in_63183310","number","The total time in seconds spent by the deal in the 'Purchased' stage, 'Ecommerce Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot",""
